admission_number,student_name,grade,section,total_fee,paid_amount,due_amount,late_fee,status
ADM-2026-02670,Pooja Das,11th Grade,A,22000.0,22.8,21977.2,500.0,DEFAULT_AGED
ADM-2026-02671,Aarav Patel,11th Grade,D,22000.0,7507.61,14492.39,0.0,PENDING_DUE
ADM-2026-02672,Arjun Sen,12th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02673,Aarav Rao,11th Grade,D,15000.0,1436.02,13563.98,1000.0,DEFAULT_AGED
ADM-2026-02674,Aarav Nair,12th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02675,Aarav Singh,10th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02676,Riya Malhotra,9th Grade,D,22000.0,11835.68,10164.32,0.0,PENDING_DUE
ADM-2026-02677,Rahul Choudhury,10th Grade,B,12000.0,8101.24,3898.76,0.0,PENDING_DUE
ADM-2026-02678,Krishna Iyer,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02679,Diya Nair,9th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02680,Kavita Sharma,10th Grade,C,18000.0,8119.64,9880.36,0.0,PENDING_DUE
ADM-2026-02681,Meera Gupta,10th Grade,A,15000.0,8304.92,6695.08,0.0,PENDING_DUE
ADM-2026-02682,Aditya Sharma,11th Grade,C,18000.0,9200.01,8799.99,0.0,PENDING_DUE
ADM-2026-02683,Aadhya Sen,10th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02684,Diya Sen,12th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02685,Vikas Gupta,11th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02686,Ayaan Kumar,12th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02687,Arjun Gupta,10th Grade,A,22000.0,6374.42,15625.58,500.0,DEFAULT_AGED
ADM-2026-02688,Pankaj Das,12th Grade,B,18000.0,4988.45,13011.55,0.0,PENDING_DUE
ADM-2026-02689,Vikas Deshmukh,12th Grade,D,18000.0,7532.85,10467.15,0.0,PENDING_DUE
ADM-2026-02690,Sneha Verma,12th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02691,Pankaj Patel,9th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02692,Reyansh Mehta,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02693,Sneha Joshi,12th Grade,C,18000.0,5226.17,12773.83,250.0,DEFAULT_AGED
ADM-2026-02694,Sanya Malhotra,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02695,Ayaan Rao,9th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02696,Sanya Joshi,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02697,Diya Verma,11th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02698,Ishaan Kumar,10th Grade,B,18000.0,4265.97,13734.03,500.0,DEFAULT_AGED
ADM-2026-02699,Aadhya Bose,10th Grade,A,22000.0,11288.03,10711.97,0.0,PENDING_DUE
ADM-2026-02700,Aditya Das,9th Grade,C,22000.0,7268.16,14731.84,0.0,PENDING_DUE
ADM-2026-02701,Krishna Bose,11th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02702,Arjun Joshi,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02703,Anjali Reddy,11th Grade,B,22000.0,5031.45,16968.55,1000.0,DEFAULT_AGED
ADM-2026-02704,Reyansh Reddy,12th Grade,A,12000.0,4762.4,7237.6,0.0,PENDING_DUE
ADM-2026-02705,Reyansh Menon,10th Grade,C,22000.0,15366.78,6633.22,0.0,PENDING_DUE
ADM-2026-02706,Meera Gupta,11th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02707,Diya Mehta,9th Grade,B,15000.0,3099.72,11900.28,1000.0,DEFAULT_AGED
ADM-2026-02708,Ayaan Gupta,9th Grade,D,15000.0,7684.97,7315.03,0.0,PENDING_DUE
ADM-2026-02709,Meera Kumar,12th Grade,C,15000.0,2693.58,12306.42,500.0,DEFAULT_AGED
ADM-2026-02710,Pari Sharma,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02711,Vihaan Deshmukh,10th Grade,C,22000.0,3708.67,18291.33,250.0,DEFAULT_AGED
ADM-2026-02712,Diya Choudhury,12th Grade,A,18000.0,4121.83,13878.17,0.0,PENDING_DUE
ADM-2026-02713,Meera Pillai,11th Grade,B,22000.0,5320.71,16679.29,0.0,PENDING_DUE
ADM-2026-02714,Meera Patel,12th Grade,B,22000.0,8651.94,13348.06,0.0,PENDING_DUE
ADM-2026-02715,Ishaan Das,11th Grade,B,12000.0,2756.6,9243.4,0.0,PENDING_DUE
ADM-2026-02716,Sanya Sharma,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02717,Rohan Sen,9th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02718,Diya Menon,9th Grade,A,12000.0,6253.32,5746.68,0.0,PENDING_DUE
ADM-2026-02719,Rahul Nair,9th Grade,A,12000.0,6370.67,5629.33,0.0,PENDING_DUE
ADM-2026-02720,Reyansh Verma,10th Grade,C,18000.0,5336.3,12663.7,500.0,DEFAULT_AGED
ADM-2026-02721,Rahul Iyer,12th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02722,Karan Iyer,11th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02723,Priya Patel,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02724,Aarav Iyer,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02725,Pari Singh,12th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02726,Kavita Das,12th Grade,D,12000.0,2920.42,9079.58,1000.0,DEFAULT_AGED
ADM-2026-02727,Sneha Menon,12th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02728,Aditya Kumar,11th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02729,Neha Singh,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02730,Rahul Menon,10th Grade,D,22000.0,6688.76,15311.24,0.0,PENDING_DUE
ADM-2026-02731,Pankaj Choudhury,9th Grade,B,12000.0,5319.64,6680.36,0.0,PENDING_DUE
ADM-2026-02732,Priya Verma,11th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02733,Arjun Malhotra,12th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02734,Riya Menon,9th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02735,Vivaan Deshmukh,12th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02736,Rahul Verma,11th Grade,A,15000.0,6616.4,8383.6,0.0,PENDING_DUE
ADM-2026-02737,Ayaan Iyer,12th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02738,Rohan Kumar,11th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02739,Vihaan Menon,10th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02740,Krishna Das,9th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02741,Karan Reddy,9th Grade,D,15000.0,4416.97,10583.03,0.0,PENDING_DUE
ADM-2026-02742,Vihaan Joshi,12th Grade,D,22000.0,15342.35,6657.65,0.0,PENDING_DUE
ADM-2026-02743,Krishna Reddy,12th Grade,B,15000.0,8387.06,6612.94,0.0,PENDING_DUE
ADM-2026-02744,Amit Choudhury,11th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02745,Vivaan Patel,12th Grade,D,18000.0,10005.3,7994.7,0.0,PENDING_DUE
ADM-2026-02746,Ishaan Iyer,12th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02747,Sneha Deshmukh,10th Grade,A,15000.0,6866.7,8133.3,0.0,PENDING_DUE
ADM-2026-02748,Priya Joshi,10th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02749,Rohan Das,12th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02750,Diya Iyer,11th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02751,Diya Nair,12th Grade,B,12000.0,1884.78,10115.22,1000.0,DEFAULT_AGED
ADM-2026-02752,Pari Reddy,11th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02753,Krishna Malhotra,11th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02754,Ishaan Sen,10th Grade,B,22000.0,2345.12,19654.88,1000.0,DEFAULT_AGED
ADM-2026-02755,Meera Nair,11th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02756,Ayaan Joshi,12th Grade,A,12000.0,3263.6,8736.4,0.0,PENDING_DUE
ADM-2026-02757,Reyansh Deshmukh,10th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02758,Ananya Iyer,12th Grade,B,22000.0,5462.57,16537.43,0.0,PENDING_DUE
ADM-2026-02759,Vikas Joshi,11th Grade,B,22000.0,11157.7,10842.3,0.0,PENDING_DUE
ADM-2026-02760,Sai Das,11th Grade,B,22000.0,5029.2,16970.8,0.0,PENDING_DUE
ADM-2026-02761,Reyansh Singh,9th Grade,C,12000.0,636.67,11363.33,500.0,DEFAULT_AGED
ADM-2026-02762,Vikas Joshi,12th Grade,C,18000.0,12215.3,5784.7,0.0,PENDING_DUE
ADM-2026-02763,Rohan Deshmukh,10th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02764,Pankaj Deshmukh,12th Grade,B,12000.0,3482.59,8517.41,1000.0,DEFAULT_AGED
ADM-2026-02765,Pooja Sharma,9th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02766,Riya Nair,9th Grade,B,18000.0,3651.77,14348.23,1000.0,DEFAULT_AGED
ADM-2026-02767,Pankaj Sharma,11th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02768,Pari Joshi,12th Grade,B,12000.0,6075.79,5924.21,0.0,PENDING_DUE
ADM-2026-02769,Kavita Malhotra,12th Grade,B,22000.0,5348.99,16651.01,1000.0,DEFAULT_AGED
ADM-2026-02770,Aditya Das,12th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02771,Vivaan Pillai,9th Grade,B,15000.0,9101.68,5898.32,0.0,PENDING_DUE
ADM-2026-02772,Neha Verma,10th Grade,A,15000.0,4522.61,10477.39,0.0,PENDING_DUE
ADM-2026-02773,Riya Joshi,12th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02774,Meera Verma,11th Grade,B,12000.0,3212.85,8787.15,0.0,PENDING_DUE
ADM-2026-02775,Kavita Sen,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02776,Pari Kumar,10th Grade,D,15000.0,9621.82,5378.18,0.0,PENDING_DUE
ADM-2026-02777,Sneha Verma,12th Grade,B,15000.0,5862.94,9137.06,0.0,PENDING_DUE
ADM-2026-02778,Krishna Sharma,12th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02779,Diya Choudhury,10th Grade,B,22000.0,13415.23,8584.77,0.0,PENDING_DUE
ADM-2026-02780,Karan Kumar,10th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02781,Pari Bose,12th Grade,C,22000.0,9449.27,12550.73,0.0,PENDING_DUE
ADM-2026-02782,Diya Reddy,9th Grade,D,12000.0,3563.06,8436.94,0.0,PENDING_DUE
ADM-2026-02783,Diya Menon,12th Grade,C,22000.0,1832.18,20167.82,500.0,DEFAULT_AGED
ADM-2026-02784,Ishaan Menon,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02785,Aadhya Bose,9th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02786,Pooja Kumar,11th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02787,Sanya Pillai,10th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02788,Sai Sen,10th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02789,Meera Malhotra,9th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02790,Aditya Verma,10th Grade,C,15000.0,8122.67,6877.33,0.0,PENDING_DUE
ADM-2026-02791,Amit Pillai,12th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02792,Sanya Deshmukh,11th Grade,B,12000.0,4971.97,7028.03,0.0,PENDING_DUE
ADM-2026-02793,Rohan Kumar,12th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02794,Kavita Singh,10th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02795,Rohan Deshmukh,12th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02796,Pankaj Kumar,10th Grade,D,22000.0,13688.83,8311.17,0.0,PENDING_DUE
ADM-2026-02797,Diya Sharma,12th Grade,C,12000.0,1860.07,10139.93,1000.0,DEFAULT_AGED
ADM-2026-02798,Diya Sharma,11th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02799,Amit Menon,12th Grade,C,12000.0,6416.85,5583.15,0.0,PENDING_DUE
ADM-2026-02800,Vivaan Das,10th Grade,C,18000.0,4457.77,13542.23,0.0,PENDING_DUE
ADM-2026-02801,Ayaan Singh,11th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02802,Ayaan Singh,12th Grade,C,12000.0,3331.52,8668.48,0.0,PENDING_DUE
ADM-2026-02803,Ananya Menon,10th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02804,Sneha Sharma,12th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02805,Priya Verma,11th Grade,A,22000.0,1823.07,20176.93,500.0,DEFAULT_AGED
ADM-2026-02806,Riya Iyer,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02807,Sneha Menon,12th Grade,C,12000.0,2925.2,9074.8,0.0,PENDING_DUE
ADM-2026-02808,Diya Nair,9th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02809,Vihaan Kumar,10th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02810,Sanya Gupta,12th Grade,B,22000.0,15315.97,6684.03,0.0,PENDING_DUE
ADM-2026-02811,Arjun Joshi,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02812,Priya Menon,12th Grade,D,15000.0,5138.3,9861.7,0.0,PENDING_DUE
ADM-2026-02813,Vikas Nair,10th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02814,Anjali Das,9th Grade,D,12000.0,3165.89,8834.11,0.0,PENDING_DUE
ADM-2026-02815,Amit Bose,11th Grade,B,18000.0,7484.88,10515.12,0.0,PENDING_DUE
ADM-2026-02816,Vivaan Singh,9th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02817,Vikas Deshmukh,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02818,Rohan Verma,11th Grade,D,18000.0,9673.62,8326.38,0.0,PENDING_DUE
ADM-2026-02819,Rahul Choudhury,12th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02820,Priya Rao,11th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02821,Priya Rao,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02822,Sneha Sharma,12th Grade,A,22000.0,9955.88,12044.12,0.0,PENDING_DUE
ADM-2026-02823,Aarav Sen,10th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02824,Vivaan Menon,12th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02825,Pari Choudhury,10th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02826,Vihaan Kumar,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02827,Ishaan Mehta,11th Grade,C,22000.0,15093.62,6906.38,0.0,PENDING_DUE
ADM-2026-02828,Reyansh Pillai,9th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02829,Vivaan Mehta,9th Grade,C,22000.0,13156.16,8843.84,0.0,PENDING_DUE
ADM-2026-02830,Anjali Deshmukh,10th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02831,Pankaj Reddy,12th Grade,A,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02832,Pankaj Singh,9th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02833,Kavita Malhotra,9th Grade,C,22000.0,9872.79,12127.21,0.0,PENDING_DUE
ADM-2026-02834,Krishna Rao,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02835,Sai Choudhury,10th Grade,B,12000.0,3919.77,8080.23,0.0,PENDING_DUE
ADM-2026-02836,Rohan Pillai,10th Grade,A,15000.0,3231.25,11768.75,250.0,DEFAULT_AGED
ADM-2026-02837,Pooja Choudhury,11th Grade,B,12000.0,2726.92,9273.08,0.0,PENDING_DUE
ADM-2026-02838,Vikas Nair,10th Grade,B,12000.0,2034.74,9965.26,1000.0,DEFAULT_AGED
ADM-2026-02839,Pankaj Sharma,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02840,Krishna Gupta,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02841,Rahul Pillai,10th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02842,Ishaan Joshi,12th Grade,D,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02843,Vihaan Bose,12th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02844,Riya Joshi,12th Grade,C,12000.0,3234.91,8765.09,1000.0,DEFAULT_AGED
ADM-2026-02845,Aditya Patel,12th Grade,D,22000.0,5555.71,16444.29,0.0,PENDING_DUE
ADM-2026-02846,Sneha Verma,10th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02847,Kavita Das,9th Grade,B,18000.0,8174.95,9825.05,0.0,PENDING_DUE
ADM-2026-02848,Rahul Das,9th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02849,Arjun Verma,10th Grade,D,22000.0,293.84,21706.16,250.0,DEFAULT_AGED
ADM-2026-02850,Arjun Menon,9th Grade,D,15000.0,2482.22,12517.78,1000.0,DEFAULT_AGED
ADM-2026-02851,Krishna Joshi,11th Grade,C,12000.0,7341.66,4658.34,0.0,PENDING_DUE
ADM-2026-02852,Vihaan Menon,10th Grade,C,18000.0,2163.36,15836.64,500.0,DEFAULT_AGED
ADM-2026-02853,Reyansh Reddy,11th Grade,A,15000.0,3739.66,11260.34,0.0,PENDING_DUE
ADM-2026-02854,Meera Gupta,12th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02855,Amit Patel,12th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02856,Neha Reddy,9th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02857,Riya Choudhury,11th Grade,C,15000.0,4210.12,10789.88,0.0,PENDING_DUE
ADM-2026-02858,Ishaan Das,11th Grade,D,22000.0,13550.51,8449.49,0.0,PENDING_DUE
ADM-2026-02859,Neha Sharma,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02860,Karan Iyer,12th Grade,B,12000.0,6913.78,5086.22,0.0,PENDING_DUE
ADM-2026-02861,Pankaj Nair,12th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02862,Reyansh Singh,9th Grade,A,12000.0,1780.7,10219.3,500.0,DEFAULT_AGED
ADM-2026-02863,Aadhya Das,12th Grade,C,15000.0,515.47,14484.53,1000.0,DEFAULT_AGED
ADM-2026-02864,Neha Patel,11th Grade,D,18000.0,3538.78,14461.22,500.0,DEFAULT_AGED
ADM-2026-02865,Pari Menon,9th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02866,Anjali Kumar,9th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02867,Vihaan Rao,10th Grade,A,12000.0,5303.04,6696.96,0.0,PENDING_DUE
ADM-2026-02868,Aarav Sen,12th Grade,D,18000.0,11286.62,6713.38,0.0,PENDING_DUE
ADM-2026-02869,Vihaan Nair,12th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02870,Vivaan Pillai,12th Grade,C,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02871,Priya Menon,12th Grade,D,15000.0,1640.54,13359.46,250.0,DEFAULT_AGED
ADM-2026-02872,Aarav Rao,11th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02873,Riya Verma,9th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02874,Sanya Menon,11th Grade,B,12000.0,2399.54,9600.46,1000.0,DEFAULT_AGED
ADM-2026-02875,Anjali Sharma,12th Grade,D,15000.0,5055.85,9944.15,0.0,PENDING_DUE
ADM-2026-02876,Reyansh Singh,10th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02877,Riya Sharma,11th Grade,A,15000.0,5888.25,9111.75,0.0,PENDING_DUE
ADM-2026-02878,Ayaan Rao,10th Grade,D,18000.0,7516.1,10483.9,0.0,PENDING_DUE
ADM-2026-02879,Rahul Choudhury,10th Grade,A,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02880,Ayaan Singh,10th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02881,Kavita Iyer,11th Grade,D,18000.0,6105.69,11894.31,0.0,PENDING_DUE
ADM-2026-02882,Riya Patel,11th Grade,D,15000.0,7658.65,7341.35,0.0,PENDING_DUE
ADM-2026-02883,Diya Bose,11th Grade,B,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02884,Neha Das,9th Grade,D,15000.0,3635.23,11364.77,0.0,PENDING_DUE
ADM-2026-02885,Ishaan Joshi,11th Grade,C,22000.0,13238.38,8761.62,0.0,PENDING_DUE
ADM-2026-02886,Sanya Choudhury,11th Grade,B,22000.0,8127.84,13872.16,0.0,PENDING_DUE
ADM-2026-02887,Neha Iyer,11th Grade,B,12000.0,2452.71,9547.29,0.0,PENDING_DUE
ADM-2026-02888,Priya Kumar,12th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02889,Vihaan Choudhury,9th Grade,D,12000.0,5472.8,6527.2,0.0,PENDING_DUE
ADM-2026-02890,Reyansh Joshi,9th Grade,D,12000.0,5457.69,6542.31,0.0,PENDING_DUE
ADM-2026-02891,Reyansh Patel,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02892,Aadhya Sharma,12th Grade,D,18000.0,10278.63,7721.37,0.0,PENDING_DUE
ADM-2026-02893,Ishaan Kumar,10th Grade,C,12000.0,7729.89,4270.11,0.0,PENDING_DUE
ADM-2026-02894,Pari Iyer,10th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02895,Aarav Mehta,9th Grade,C,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02896,Rahul Gupta,12th Grade,A,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02897,Arjun Singh,9th Grade,C,15000.0,3107.93,11892.07,250.0,DEFAULT_AGED
ADM-2026-02898,Aditya Menon,11th Grade,B,12000.0,6012.9,5987.1,0.0,PENDING_DUE
ADM-2026-02899,Pankaj Singh,10th Grade,B,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02900,Arjun Kumar,9th Grade,B,12000.0,3474.26,8525.74,0.0,PENDING_DUE
ADM-2026-02901,Amit Iyer,11th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02902,Arjun Singh,9th Grade,D,22000.0,4199.1,17800.9,500.0,DEFAULT_AGED
ADM-2026-02903,Anjali Mehta,11th Grade,A,12000.0,4453.92,7546.08,0.0,PENDING_DUE
ADM-2026-02904,Krishna Menon,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02905,Meera Sharma,10th Grade,B,22000.0,5696.75,16303.25,0.0,PENDING_DUE
ADM-2026-02906,Aditya Sen,12th Grade,B,12000.0,4498.91,7501.09,0.0,PENDING_DUE
ADM-2026-02907,Diya Mehta,11th Grade,B,22000.0,7225.01,14774.99,0.0,PENDING_DUE
ADM-2026-02908,Pooja Menon,11th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02909,Reyansh Iyer,12th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02910,Vikas Patel,9th Grade,D,18000.0,18000.0,0.0,0.0,COMPLETED
ADM-2026-02911,Anjali Deshmukh,11th Grade,D,12000.0,7958.61,4041.39,0.0,PENDING_DUE
ADM-2026-02912,Kavita Pillai,12th Grade,D,12000.0,5358.52,6641.48,0.0,PENDING_DUE
ADM-2026-02913,Krishna Patel,10th Grade,A,15000.0,15000.0,0.0,0.0,COMPLETED
ADM-2026-02914,Meera Sen,10th Grade,B,18000.0,9988.94,8011.06,0.0,PENDING_DUE
ADM-2026-02915,Kavita Deshmukh,9th Grade,D,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02916,Amit Malhotra,11th Grade,D,12000.0,4201.83,7798.17,0.0,PENDING_DUE
ADM-2026-02917,Rohan Das,10th Grade,D,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02918,Ananya Pillai,11th Grade,C,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02919,Diya Malhotra,12th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02920,Meera Das,10th Grade,C,18000.0,3460.07,14539.93,1000.0,DEFAULT_AGED
ADM-2026-02921,Sai Rao,11th Grade,D,18000.0,9691.03,8308.97,0.0,PENDING_DUE
ADM-2026-02922,Pari Das,12th Grade,B,22000.0,22000.0,0.0,0.0,COMPLETED
ADM-2026-02923,Krishna Menon,9th Grade,D,18000.0,1031.15,16968.85,500.0,DEFAULT_AGED
ADM-2026-02924,Pankaj Iyer,12th Grade,D,22000.0,11508.45,10491.55,0.0,PENDING_DUE
ADM-2026-02925,Rohan Malhotra,11th Grade,C,12000.0,7533.26,4466.74,0.0,PENDING_DUE
ADM-2026-02926,Diya Pillai,10th Grade,C,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02927,Aditya Reddy,9th Grade,C,18000.0,7227.8,10772.2,0.0,PENDING_DUE
ADM-2026-02928,Ishaan Iyer,11th Grade,B,12000.0,12000.0,0.0,0.0,COMPLETED
ADM-2026-02929,Pooja Deshmukh,11th Grade,C,12000.0,6586.56,5413.44,0.0,PENDING_DUE
ADM-2026-02930,Neha Das,11th Grade,A,18000.0,6448.65,11551.35,0.0,PENDING_DUE
